insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n)
423879;212394;34501;17972;23637;7540;6978;6518;23202;8813;910;465,8010989;37,91318681;25,97472527;7,668131868;9,684615385;233,4;19,74945055;8,285714286;7,162637363;9,684615385
421360;211135;34522;17994;25575;9118;7049;7754;23007;8902;911;462,5246981;37,8946213;28,07354555;7,737650933;9,771679473;231,7618002;19,75192097;10,00878156;8,511525796;9,771679473
402481;201696;34595;18016;23539;9308;7842;7374;24344;8860;912;441,316886;37,93311404;25,81030702;8,598684211;9,714912281;221,1578947;19,75438596;10,20614035;8,085526316;9,714912281
426542;213727;34580;18038;24824;9686;6073;6684;22873;9228;913;467,1872946;37,87513691;27,18948521;6,6516977;10,10733844;234,0930997;19,75684556;10,60898138;7,320920044;10,10733844
418781;209847;34669;18060;25492;8686;7132;8034;21580;8932;914;458,1849015;37,93107221;27,89059081;7,803063457;9,772428884;229,5919037;19,75929978;9,503282276;8,789934354;9,772428884
412736;206825;34686;18082;24733;9302;7425;8066;24650;9747;915;451,0775956;37,90819672;27,03060109;8,114754098;10,65245902;226,0382514;19,76174863;10,16612022;8,815300546;10,65245902
417921;209418;34739;18104;25624;8952;7447;6858;23828;8822;916;456,2456332;37,92467249;27,97379913;8,129912664;9,631004367;228,6222707;19,76419214;9,772925764;7,486899563;9,631004367
416226;208571;34836;18126;23742;8710;6670;6304;23875;8770;917;453,8996728;37,98909487;25,89094875;7,273718648;9,563794984;227,4492912;19,76663032;9,498364231;6,874591058;9,563794984
412409;206663;34803;18148;23297;7558;6724;7190;24475;10506;918;449,2472767;37,91176471;25,37799564;7,324618736;11,44444444;225,1230937;19,76906318;8,233115468;7,832244009;11,44444444
415562;208240;34886;18170;23858;7716;6075;6720;22553;8460;919;452,1893362;37,96082699;25,96082699;6,610446137;9,205658324;226,594124;19,77149075;8,396082699;7,312295974;9,205658324
418255;209587;34949;18192;23563;8452;6863;7448;23286;9823;920;454,625;37,98804348;25,61195652;7,459782609;10,67717391;227,8119565;19,77391304;9,186956522;8,095652174;10,67717391
436904;218912;35032;18214;24196;8092;6579;7296;25142;10215;921;474,3800217;38,0369164;26,27144408;7,143322476;11,09120521;237,689468;19,77633008;8,786102063;7,921824104;11,09120521
412495;206708;35029;18236;24772;8646;6191;6966;25086;8938;922;447,3915401;37,99240781;26,86767896;6,714750542;9,694143167;224,1952278;19,77874187;9,377440347;7,555314534;9,694143167
422638;211780;35068;18258;24496;9038;6933;7724;23445;9458;923;457,8959913;37,99349946;26,53954496;7,511375948;10,24702059;229,447454;19,78114843;9,791982665;8,36836403;10,24702059
431817;216370;35041;18280;25827;9540;7147;7356;23840;9159;924;467,3344156;37,92316017;27,9512987;7,734848485;9,912337662;234,1666667;19,78354978;10,32467532;7,961038961;9,912337662
415502;208213;35162;18302;26037;7368;6924;7048;23359;8273;925;449,1913514;38,01297297;28,14810811;7,485405405;8,943783784;225,0951351;19,78594595;7,965405405;7,619459459;8,943783784
437391;219158;35187;18324;23774;7968;6274;7120;24502;9026;926;472,3444924;37,99892009;25,67386609;6,77537797;9,747300216;236,6717063;19,78833693;8,60475162;7,688984881;9,747300216
415010;207968;35210;18346;24559;9476;5958;7242;22677;8750;927;447,6914779;37,98274002;26,49298813;6,427184466;9,439050701;224,3451996;19,79072276;10,22222222;7,812297735;9,439050701
426947;213937;35217;18368;25456;10382;6745;7560;22764;9233;928;460,0721983;37,94935345;27,43103448;7,268318966;9,949353448;230,5355603;19,79310345;11,1875;8,146551724;9,949353448
423894;212411;35316;18390;26394;10024;6360;6570;23079;9276;929;456,2906351;38,01506997;28,41119483;6,846071044;9,984930032;228,6447793;19,79547901;10,79009688;7,07212056;9,984930032
405953;203441;35301;18412;26130;9408;7222;7150;24192;9938;930;436,5086022;37,95806452;28,09677419;7,765591398;10,68602151;218,7537634;19,79784946;10,11612903;7,688172043;10,68602151
434426;217678;35378;18434;24874;9018;6249;6400;23914;9457;931;466,622986;38;26,71750806;6,712137487;10,15789474;233,810956;19,80021482;9,686358754;6,874328679;10,15789474
435203;218067;35505;18456;25161;9000;6673;7088;25242;9728;932;466,9560086;38,09549356;26,99678112;7,159871245;10,43776824;233,9774678;19,80257511;9,656652361;7,605150215;10,43776824
441730;221331;35510;18478;30879;11132;6508;7418;23956;7470;933;473,4512326;38,06002144;33,09646302;6,975348339;8,006430868;237,2250804;19,80493033;11,93140407;7,950696677;8,006430868
454689;227811;35559;18500;26907;10556;6678;6726;25920;10626;934;486,8190578;38,07173448;28,80835118;7,149892934;11,37687366;243,9089936;19,80728051;11,30192719;7,201284797;11,37687366
444726;222830;35540;18522;24984;9914;6321;6670;22915;9353;935;475,6427807;38,01069519;26,72085561;6,760427807;10,00320856;238,3208556;19,80962567;10,60320856;7,13368984;10,00320856
457631;229283;35537;18544;24036;8002;7298;7530;22671;8519;936;488,9220085;37,96688034;25,67948718;7,797008547;9,101495726;244,9604701;19,81196581;8,549145299;8,044871795;9,101495726
443660;222298;35596;18566;25530;8574;7778;7394;23279;7700;937;473,4898613;37,98932764;27,24653148;8,300960512;8,217716115;237,244397;19,81430096;9,150480256;7,891141942;8,217716115
457311;229124;35711;18588;29681;12486;6869;7850;24790;10176;938;487,5383795;38,07142857;31,64285714;7,323027719;10,84861407;244,2686567;19,81663113;13,31130064;8,368869936;10,84861407
446044;223491;35672;18610;26179;9162;6130;6878;25210;8651;939;475,0202343;37,98935037;27,87965921;6,528221512;9,212992545;238,0095847;19,81895634;9,757188498;7,324813632;9,212992545
445463;223201;35871;18632;28464;10174;7368;7940;22702;8902;940;473,8968085;38,1606383;30,28085106;7,838297872;9,470212766;237,4478723;19,8212766;10,82340426;8,446808511;9,470212766
443254;222097;35830;18654;26374;9190;5759;6576;26554;9425;941;471,0456961;38,07651435;28,02763018;6,120085016;10,01594049;236,0223167;19,82359192;9,766206164;6,988310308;10,01594049
437331;219136;35943;18676;24892;8790;6821;7662;25263;10282;942;464,2579618;38,15605096;26,42462845;7,240976645;10,91507431;232,6284501;19,82590234;9,331210191;8,133757962;10,91507431
439360;220151;35944;18698;24698;8660;5782;6436;25394;8986;943;465,9172853;38,11664899;26,19088017;6,131495228;9,529162248;233,4581124;19,82820785;9,183457052;6,825026511;9,529162248
445901;223422;35959;18720;25474;9316;7227;7986;24460;10326;944;472,3527542;38,09216102;26,98516949;7,655720339;10,93855932;236,6758475;19,83050847;9,868644068;8,459745763;10,93855932
436628;218786;35974;18742;25261;9040;6811;7412;22067;8252;945;462,0402116;38,06772487;26,73121693;7,207407407;8,732275132;231,5195767;19,83280423;9,566137566;7,843386243;8,732275132
436965;218955;36007;18764;28008;11862;6010;6756;26015;10577;946;461,9080338;38,06236786;29,60676533;6,353065539;11,1807611;231,4534884;19,83509514;12,53911205;7,141649049;11,1807611
445572;223259;36136;18786;25667;9860;6872;7108;25688;9664;947;470,5089757;38,15839493;27,10348469;7,256599789;10,20485744;235,7539599;19,8373812;10,41182682;7,505807814;10,20485744
441741;221344;36121;18808;28125;11672;6401;6900;25996;10685;948;465,971519;38,10232068;29,66772152;6,752109705;11,27109705;233,4852321;19,83966245;12,31223629;7,278481013;11,27109705
455070;228009;36212;18830;25268;9274;6371;7464;27094;9829;949;479,5258166;38,15806112;26,62592202;6,713382508;10,35721812;240,2623815;19,84193888;9,772391992;7,86512118;10,35721812
444609;222779;36181;18852;27901;10258;7351;8570;23846;8989;950;468,0094737;38,08526316;29,36947368;7,737894737;9,462105263;234,5042105;19,84421053;10,79789474;9,021052632;9,462105263
455066;228008;36280;18874;27117;11386;7174;7894;24246;9646;951;478,5131441;38,14931651;28,51419558;7,543638275;10,14300736;239,7560463;19,84647739;11,97266036;8,300736067;10,14300736
448605;224778;36315;18896;25943;9628;6816;7808;24789;9533;952;471,2237395;38,1460084;27,25105042;7,159663866;10,01365546;236,1113445;19,8487395;10,11344538;8,201680672;10,01365546
445790;223371;36420;18918;27507;10872;7665;6952;22489;8624;953;467,775446;38,2161595;28,86358867;8,043022036;9,049317943;234,3871983;19,85099685;11,40818468;7,294858342;9,049317943
460645;230799;36359;18940;27051;9784;6104;6824;23894;8651;954;482,8563941;38,11215933;28,35534591;6,398322851;9,068134172;241,927673;19,85324948;10,2557652;7,153039832;9,068134172
464642;232798;36416;18962;23766;8542;6427;7030;24336;9850;955;486,5361257;38,13193717;24,88586387;6,729842932;10,31413613;243,7675393;19,85549738;8,944502618;7,361256545;10,31413613
467463;234209;36465;18984;25289;9650;7067;8410;25514;8831;956;488,9780335;38,14330544;26,45292887;7,392259414;9,237447699;244,9884937;19,85774059;10,09414226;8,79707113;9,237447699
464192;232574;36476;19006;27313;9488;7461;8036;25460;10330;957;485,0491118;38,11494253;28,54022989;7,796238245;10,79414838;243,0240334;19,8599791;9,914315569;8,39707419;10,79414838
452295;226626;36555;19028;27694;10320;6756;6536;22631;8479;958;472,1242171;38,15762004;28,90814196;7,052192067;8,850730689;236,5615866;19,86221294;10,77244259;6,822546973;8,850730689
467862;234410;36582;19050;28840;10270;8021;8876;25325;11331;959;487,8644421;38,1459854;30,0729927;8,363920751;11,81543274;244,4316997;19,86444213;10,70907195;9,255474453;11,81543274
474009;237484;36665;19072;26297;9432;6977;7594;22302;7679;960;493,759375;38,19270833;27,39270833;7,267708333;7,998958333;247,3791667;19,86666667;9,825;7,910416667;7,998958333
456970;228965;36712;19094;24037;8470;6023;6836;21693;8103;961;475,5150884;38,20187305;25,01248699;6,267429761;8,431841831;238,2570239;19,86888658;8,813735692;7,113423517;8,431841831
455713;228337;36717;19116;29381;11392;6272;6722;22909;8521;962;473,7141372;38,16735967;30,54158004;6,51975052;8,857588358;237,3565489;19,87110187;11,84199584;6,987525988;8,857588358
458896;229929;36770;19138;26507;9122;6787;7270;24363;9295;963;476,5275182;38,1827622;27,52544133;7,047767394;9,652128764;238,7632399;19,87331256;9,472481828;7,549325026;9,652128764
456923;228943;36903;19160;28231;10446;6570;7406;24226;10210;964;473,9865145;38,28112033;29,28526971;6,815352697;10,59128631;237,4927386;19,87551867;10,83609959;7,682572614;10,59128631
463470;232217;36876;19182;25301;8526;7325;6798;23716;9904;965;480,2797927;38,2134715;26,21865285;7,590673575;10,26321244;240,6393782;19,87772021;8,835233161;7,044559585;10,26321244
468915;234940;36927;19204;26336;9980;7343;7480;27207;11102;966;485,4192547;38,22670807;27,26293996;7,601449275;11,49275362;243,2091097;19,87991718;10,33126294;7,743271222;11,49275362
465932;233449;36944;19226;26273;10250;7383;7200;23689;9849;967;481,8324716;38,20475698;27,16959669;7,634953464;10,18510858;241,4157187;19,88210962;10,59979317;7,445708376;10,18510858
468237;234602;36951;19248;26755;8636;6927;7564;24292;9807;968;483,7159091;38,17252066;27,63946281;7,155991736;10,13119835;242,357438;19,88429752;8,921487603;7,814049587;10,13119835
486224;243596;37016;19270;26137;9234;7968;8638;24662;9042;969;501,7791538;38,2002064;26,97316821;8,222910217;9,33126935;251,3890609;19,88648091;9,529411765;8,914344685;9,33126935
462581;231775;37081;19292;27773;10694;6811;7438;24919;7887;970;476,8876289;38,22783505;28,63195876;7,021649485;8,130927835;238,943299;19,88865979;11,02474227;7,668041237;8,130927835
475842;238406;37106;19314;26981;9430;8434;8888;24036;8720;971;490,053553;38,21421215;27,78681771;8,685890834;8,980432544;245,5262616;19,89083419;9,711637487;9,153450051;8,980432544
472469;236720;37155;19336;30541;12310;6567;7306;24767;10448;972;486,0792181;38,22530864;31,42078189;6,75617284;10,74897119;243,5390947;19,89300412;12,66460905;7,516460905;10,74897119
466398;233685;37204;19358;26752;9760;7073;8158;23326;8083;973;479,340185;38,23638232;27,49434738;7,269270298;8,30729702;240,1695786;19,89516958;10,03083248;8,384378212;8,30729702
479263;240118;37225;19380;27165;9864;7290;7990;27066;11137;974;492,0564682;38,21868583;27,89014374;7,484599589;11,43429158;246,5277207;19,8973306;10,12731006;8,203285421;11,43429158
483926;242450;37288;19402;28968;11066;7156;8176;24316;8751;975;496,334359;38,24410256;29,71076923;7,339487179;8,975384615;248,6666667;19,89948718;11,34974359;8,385641026;8,975384615
465337;233156;37335;19424;30823;12628;6793;6924;23737;8446;976;476,7797131;38,25307377;31,58094262;6,960040984;8,653688525;238,8893443;19,90163934;12,93852459;7,094262295;8,653688525
472462;236719;37376;19446;27715;10666;6944;7768;26474;11238;977;483,5844422;38,25588536;28,36745138;7,107471853;11,50255885;242,2917093;19,9037871;10,91709314;7,95087001;11,50255885
487909;244443;37445;19468;28783;9274;6829;7280;25133;10727;978;498,8844581;38,28732106;29,43047035;6,982617587;10,96830266;249,9417178;19,90593047;9,482617587;7,443762781;10,96830266
467842;234410;37448;19490;27263;9784;7375;7156;26857;9912;979;477,8774259;38,25127681;27,84780388;7,53319714;10,12461696;239,4382022;19,90806946;9,993871297;7,309499489;10,12461696
492987;246983;37447;19512;27568;10836;6723;7600;24538;9935;980;503,0479592;38,21122449;28,13061224;6,860204082;10,1377551;252,0234694;19,91020408;11,05714286;7,755102041;10,1377551
478206;239593;37496;19534;32117;11958;6888;7496;25212;9305;981;487,4678899;38,22222222;32,73904179;7,021406728;9,485219164;244,2334353;19,91233435;12,18960245;7,641182467;9,485219164
494717;247849;37631;19556;27591;10104;6514;7140;24053;9562;982;503,7851324;38,32077393;28,09674134;6,633401222;9,737270876;252,392057;19,91446029;10,2892057;7,270875764;9,737270876
498776;249879;37596;19578;25932;9338;8239;7500;22912;8917;983;507,4018311;38,24618515;26,38046796;8,381485249;9,07121058;254,2004069;19,91658189;9,499491353;7,629704985;9,07121058
501715;251349;37699;19600;28635;10396;6928;7988;26124;9610;984;509,8729675;38,31199187;29,10060976;7,040650407;9,766260163;255,4359756;19,91869919;10,56504065;8,117886179;9,766260163
480050;240517;37788;19622;26837;9980;7012;7738;24489;8934;985;487,3604061;38,36345178;27,24568528;7,118781726;9,070050761;244,1796954;19,92081218;10,1319797;7,855837563;9,070050761
472251;236618;37819;19644;26693;10340;7730;7700;25924;10143;986;478,9563895;38,35598377;27,07200811;7,839756592;10,28701826;239,9776876;19,92292089;10,48681542;7,809330629;10,28701826
475496;238241;37822;19666;27966;11074;7183;8040;26416;8485;987;481,7588652;38,32016211;28,3343465;7,277608916;8,596757852;241,378926;19,92502533;11,21985816;8,145896657;8,596757852
484641;242814;37895;19688;31742;13542;8011;8184;27953;10961;988;490,5273279;38,35526316;32,12753036;8,108299595;11,09412955;245,7631579;19,92712551;13,70647773;8,28340081;11,09412955
488908;244948;37840;19710;28898;9386;7703;7962;24561;9776;989;494,3458038;38,26086957;29,21941355;7,78867543;9,884732053;247,6723964;19,92922144;9,490394338;8,050556117;9,884732053
506433;253711;37901;19732;29480;9732;6767;7448;28487;10133;990;511,5484848;38,28383838;29,77777778;6,835353535;10,23535354;256,2737374;19,93131313;9,83030303;7,523232323;10,23535354
487932;244461;37986;19754;27551;10726;7052;7914;27962;11355;991;492,3632694;38,33097881;27,8012109;7,1160444;11,45812311;246,6811302;19,93340061;10,8234107;7,985872856;11,45812311
508111;254551;37969;19776;28261;10712;7468;7716;24018;9106;992;512,2086694;38,27520161;28,48891129;7,528225806;9,179435484;256,6038306;19,93548387;10,7983871;7,778225806;9,179435484
501688;251340;38032;19798;28291;9762;6959;7852;28351;11617;993;505,224572;38,3001007;28,49043303;7,008056395;11,69889225;253,1117825;19,93756294;9,83081571;7,90735146;11,69889225
493881;247437;38067;19820;29754;11696;7172;8132;26343;9739;994;496,862173;38,29678068;29,93360161;7,215291751;9,79778672;248,9305835;19,93963783;11,7665996;8,181086519;9,79778672
508858;254926;38150;19842;28365;9688;6527;6892;24988;9459;995;511,4150754;38,34170854;28,50753769;6,559798995;9,506532663;256,2070352;19,94170854;9,736683417;6,926633166;9,506532663
493803;247399;38207;19864;27924;10218;6098;6836;27807;9193;996;495,7861446;38,36044177;28,03614458;6,12248996;9,229919679;248,3925703;19,9437751;10,25903614;6,863453815;9,229919679
477974;239485;38216;19886;28103;9864;7806;8594;24131;9305;997;479,4122367;38,33099298;28,18756269;7,829488465;9,332998997;240,2056169;19,94583751;9,893681043;8,619859579;9,332998997
504025;252511;38273;19908;33228;12922;8395;7982;24531;9067;998;505,0350701;38,3496994;33,29458918;8,411823647;9,085170341;253,0170341;19,94789579;12,94789579;7,997995992;9,085170341
504886;252942;38316;19930;27379;11148;7192;7918;24476;8255;999;505,3913914;38,35435435;27,40640641;7,199199199;8,263263263;253,1951952;19,94994995;11,15915916;7,925925926;8,263263263
