insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
22662;11436;6267;3304;4372;1542;1129;1273;4003;1511;212;106,8962264;29,56132075;20,62264151;5,325471698;7,127358491;53,94339623;15,58490566;7,273584906;6,004716981;7,127358491;1,357876926;1,12099697
22767;11489;6304;3322;4371;1565;1160;1294;3952;1505;213;106,8873239;29,59624413;20,52112676;5,44600939;7,0657277;53,93896714;15,59624413;7,34741784;6,075117371;7,0657277;1,370456527;1,133144246
23032;11622;6337;3340;4390;1549;1128;1275;4025;1514;214;107,6261682;29,61214953;20,51401869;5,271028037;7,074766355;54,30841121;15,60747664;7,238317757;5,957943925;7,074766355;1,348928459;1,110318777
23037;11625;6369;3358;4480;1556;1160;1299;3987;1504;215;107,1488372;29,62325581;20,8372093;5,395348837;6,995348837;54,06976744;15,61860465;7,237209302;6,041860465;6,995348837;1,347551122;1,124980018
23437;11826;6407;3376;4511;1602;1187;1292;4047;1536;216;108,5046296;29,66203704;20,88425926;5,49537037;7,111111111;54,75;15,62962963;7,416666667;5,981481481;7,111111111;1,379773493;1,112776126
23638;11927;6438;3394;4533;1582;1195;1341;4090;1542;217;108,9308756;29,66820276;20,88940092;5,506912442;7,105990783;54,96313364;15,640553;7,290322581;6,179723502;7,105990783;1,355104401;1,148669407
23715;11966;6473;3412;4440;1562;1169;1309;4127;1566;218;108,7844037;29,69266055;20,36697248;5,362385321;7,183486239;54,88990826;15,65137615;7,165137615;6,004587156;7,183486239;1,330698149;1,115162534
23978;12098;6509;3430;4552;1622;1190;1321;4158;1580;219;109,4885845;29,72146119;20,78538813;5,433789954;7,214611872;55,24200913;15,66210046;7,406392694;6,03196347;7,214611872;1,374335519;1,119295451
24341;12280;6545;3448;4629;1639;1189;1305;4176;1562;220;110,6409091;29,75;21,04090909;5,404545455;7,1;55,81818182;15,67272727;7,45;5,931818182;7,1;1,381259632;1,099782684
24420;12320;6580;3466;4617;1626;1181;1341;4195;1563;221;110,4977376;29,77375566;20,89140271;5,343891403;7,07239819;55,74660633;15,68325792;7,357466063;6,067873303;7,07239819;1,362957449;1,124062693
24855;12538;6616;3484;4657;1649;1188;1331;4165;1549;222;111,9594595;29,8018018;20,97747748;5,351351351;6,977477477;56,47747748;15,69369369;7,427927928;5,995495495;6,977477477;1,374860537;1,109726728
25026;12624;6648;3502;4568;1612;1241;1354;4231;1600;223;112,2242152;29,81165919;20,48430493;5,565022422;7,174887892;56,60986547;15,70403587;7,228699552;6,071748879;7,174887892;1,336872557;1,122906602
25106;12664;6688;3520;4699;1655;1194;1341;4256;1628;224;112,0803571;29,85714286;20,97767857;5,330357143;7,267857143;56,53571429;15,71428571;7,388392857;5,986607143;7,267857143;1,36527644;1,10624514
25259;12741;6721;3538;4714;1656;1232;1383;4299;1591;225;112,2622222;29,87111111;20,95111111;5,475555556;7,071111111;56,62666667;15,72444444;7,36;6,146666667;7,071111111;1,358911293;1,134887873
25561;12893;6751;3556;4708;1665;1258;1394;4263;1623;226;113,1017699;29,87168142;20,83185841;5,566371681;7,181415929;57,04867257;15,73451327;7,367256637;6,168141593;7,181415929;1,359138284;1,137921182
25805;13015;6790;3574;4748;1699;1213;1373;4276;1605;227;113,6784141;29,91189427;20,91629956;5,343612335;7,070484581;57,33480176;15,74449339;7,484581498;6,04845815;7,070484581;1,37965907;1,114933434
26208;13217;6829;3592;4811;1713;1242;1379;4413;1668;228;114,9473684;29,95175439;21,10087719;5,447368421;7,315789474;57,96929825;15,75438596;7,513157895;6,048245614;7,315789474;1,383805417;1,113991635
26137;13182;6860;3610;4785;1708;1231;1374;4357;1638;229;114,1353712;29,95633188;20,89519651;5,375545852;7,152838428;57,56331878;15,76419214;7,458515284;6;7,152838428;1,372634684;1,104215489
26521;13375;6896;3628;4825;1716;1244;1381;4443;1664;230;115,3086957;29,9826087;20,97826087;5,408695652;7,234782609;58,15217391;15,77391304;7,460869565;6,004347826;7,234782609;1,371967774;1,104130242
26826;13528;6930;3646;4866;1744;1275;1408;4385;1629;231;116,1298701;30;21,06493506;5,519480519;7,051948052;58,56277056;15,78354978;7,54978355;6,095238095;7,051948052;1,387211337;1,119950437
27213;13722;6967;3664;4875;1701;1226;1382;4423;1697;232;117,2974138;30,03017241;21,01293103;5,284482759;7,314655172;59,14655172;15,79310345;7,331896552;5,956896552;7,314655172;1,346107964;1,09366326
27124;13678;7000;3682;4928;1764;1251;1418;4478;1705;233;116,4120172;30,04291845;21,15021459;5,369098712;7,317596567;58,70386266;15,80257511;7,570815451;6,08583691;7,317596567;1,388875811;1,116454591
27572;13902;7033;3700;4954;1764;1294;1445;4435;1680;234;117,8290598;30,05555556;21,17094017;5,52991453;7,179487179;59,41025641;15,81196581;7,538461538;6,175213675;7,179487179;1,381854776;1,131961537
27729;13981;7069;3718;4990;1780;1296;1435;4494;1680;235;117,9957447;30,08085106;21,23404255;5,514893617;7,14893617;59,49361702;15,8212766;7,574468085;6,106382979;7,14893617;1,387370537;1,118470068
27926;14080;7104;3736;4983;1797;1305;1440;4447;1675;236;118,3305085;30,10169492;21,11440678;5,529661017;7,097457627;59,66101695;15,83050847;7,61440678;6,101694915;7,097457627;1,393601972;1,116742816
28273;14254;7138;3754;5060;1801;1324;1443;4624;1766;237;119,2953586;30,11814346;21,35021097;5,58649789;7,451476793;60,14345992;15,83966245;7,599156118;6,088607595;7,451476793;1,389735285;1,11348585
28257;14247;7171;3772;5123;1840;1289;1438;4601;1724;238;118,7268908;30,1302521;21,52521008;5,415966387;7,243697479;59,86134454;15,8487395;7,731092437;6,042016807;7,243697479;1,412775957;1,104115123
28509;14373;7208;3790;5114;1837;1330;1475;4536;1705;239;119,2845188;30,15899582;21,39748954;5,564853556;7,133891213;60,13807531;15,85774059;7,686192469;6,171548117;7,133891213;1,403495595;1,126922157
29069;14654;7245;3808;5099;1793;1343;1494;4576;1709;240;121,1208333;30,1875;21,24583333;5,595833333;7,120833333;61,05833333;15,86666667;7,470833333;6,225;7,120833333;1,363131824;1,135816478
29126;14683;7277;3826;5161;1857;1317;1461;4646;1751;241;120,8547718;30,19502075;21,41493776;5,46473029;7,265560166;60,9253112;15,87551867;7,705394191;6,062240664;7,265560166;1,404864079;1,105280786
29511;14876;7319;3844;5175;1855;1317;1462;4629;1741;242;121,946281;30,24380165;21,38429752;5,44214876;7,194214876;61,47107438;15,88429752;7,665289256;6,041322314;7,194214876;1,396497763;1,100635973
29485;14863;7349;3862;5193;1859;1311;1464;4701;1755;243;121,3374486;30,24279835;21,37037037;5,395061728;7,222222222;61,16460905;15,89300412;7,650205761;6,024691358;7,222222222;1,392703475;1,09678208
29793;15018;7383;3880;5196;1848;1320;1483;4712;1801;244;122,102459;30,25819672;21,29508197;5,409836066;7,381147541;61,54918033;15,90163934;7,573770492;6,077868852;7,381147541;1,377758544;1,105636321
